
Predictions were generated on 11-Sep-2021 at 11:53:05 using BeamDyn




Time	TipTDxr   	TipTDyr   	TipTDzr   
(s)	(m)	(m)	(m)
       0.906000	 6.573E+00	-1.882E-01	-5.653E-01
       0.908000	 6.552E+00	-1.938E-01	-5.621E-01
       0.910000	 6.531E+00	-1.991E-01	-5.590E-01
       0.912000	 6.510E+00	-2.039E-01	-5.559E-01
       0.914000	 6.489E+00	-2.082E-01	-5.529E-01
       0.916000	 6.468E+00	-2.121E-01	-5.499E-01
       0.918000	 6.447E+00	-2.156E-01	-5.470E-01
       0.920000	 6.427E+00	-2.186E-01	-5.442E-01
       0.922000	 6.407E+00	-2.211E-01	-5.413E-01
       0.924000	 6.386E+00	-2.232E-01	-5.386E-01
       0.926000	 6.366E+00	-2.248E-01	-5.359E-01
       0.928000	 6.346E+00	-2.258E-01	-5.332E-01
       0.930000	 6.326E+00	-2.264E-01	-5.306E-01
       0.932000	 6.307E+00	-2.264E-01	-5.281E-01
       0.934000	 6.287E+00	-2.260E-01	-5.256E-01
       0.936000	 6.268E+00	-2.250E-01	-5.231E-01
       0.938000	 6.248E+00	-2.235E-01	-5.207E-01
       0.940000	 6.229E+00	-2.215E-01	-5.184E-01
       0.942000	 6.210E+00	-2.190E-01	-5.161E-01
       0.944000	 6.191E+00	-2.159E-01	-5.139E-01
       0.946000	 6.173E+00	-2.123E-01	-5.117E-01
       0.948000	 6.154E+00	-2.082E-01	-5.095E-01
       0.950000	 6.136E+00	-2.035E-01	-5.074E-01
       0.952000	 6.117E+00	-1.983E-01	-5.053E-01
       0.954000	 6.099E+00	-1.926E-01	-5.033E-01
       0.956000	 6.081E+00	-1.864E-01	-5.014E-01
       0.958000	 6.063E+00	-1.796E-01	-4.994E-01
       0.960000	 6.045E+00	-1.724E-01	-4.975E-01
       0.962000	 6.027E+00	-1.646E-01	-4.956E-01
       0.964000	 6.009E+00	-1.563E-01	-4.938E-01
       0.966000	 5.992E+00	-1.476E-01	-4.920E-01
       0.968000	 5.974E+00	-1.383E-01	-4.902E-01
       0.970000	 5.956E+00	-1.286E-01	-4.885E-01
       0.972000	 5.939E+00	-1.183E-01	-4.868E-01
       0.974000	 5.921E+00	-1.076E-01	-4.851E-01
       0.976000	 5.904E+00	-9.645E-02	-4.834E-01
       0.978000	 5.886E+00	-8.482E-02	-4.817E-01
       0.980000	 5.869E+00	-7.272E-02	-4.800E-01
       0.982000	 5.851E+00	-6.017E-02	-4.784E-01
       0.984000	 5.833E+00	-4.717E-02	-4.767E-01
       0.986000	 5.816E+00	-3.373E-02	-4.751E-01
       0.988000	 5.798E+00	-1.984E-02	-4.735E-01
       0.990000	 5.780E+00	-5.504E-03	-4.718E-01
       0.992000	 5.762E+00	 9.270E-03	-4.702E-01
       0.994000	 5.744E+00	 2.449E-02	-4.685E-01
       0.996000	 5.726E+00	 4.014E-02	-4.669E-01
       0.998000	 5.708E+00	 5.625E-02	-4.652E-01
       1.000000	 5.690E+00	 7.280E-02	-4.635E-01
       1.002000	 5.671E+00	 8.980E-02	-4.618E-01
